example_id,sentence,is_subtree,dataset,prediction
09957-00001,"Asia authors herself as Anna Battista , an Italian superstar and aspiring directress who just happens to be her own worst enemy .",0,sst3,positive
09958-00001,"Roman Coppola may never become the filmmaker his Dad was , but heck -- few filmmakers will .",0,sst3,negative
09959-00001,"But based on CQ , I 'll certainly be keeping an eye out for his next project .",0,sst3,neutral
09960-00001,"An amusing , breezily apolitical documentary about life on the campaign trail .",0,sst3,positive
09961-00001,High on melodrama .,0,sst3,positive
09962-00001,"But it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",0,sst3,positive
09963-00001,"Finally , a genre movie that delivers -- in a couple of genres , no less .",0,sst3,positive
09964-00001,"It 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world .",0,sst3,positive
09965-00001,Spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects .,0,sst3,positive
09966-00001,"He just wants them to be part of the action , the wallpaper of his chosen reality .",0,sst3,positive
09967-00001,"Here , thankfully , they are .",0,sst3,positive
09968-00001,"Hu and Liu offer natural , matter-of-fact performances that glint with sorrow , longing and love .",0,sst3,positive
09969-00001,This bold and lyrical first feature from Raja Amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .,0,sst3,positive
09970-00001,"Easier to respect than enthuse over , Andersson 's rigorous personal vision is not only distanced but distancing .",0,sst3,neutral
09971-00001,Girls gone wild and gone civil again,0,sst3,neutral
09972-00001,"... Tunney is allowed to build an uncommonly human character , an almost real-live girl complete with trouble and hope .",0,sst3,negative
09973-00001,"While this film is not in the least surprising , it is still ultimately very satisfying .",0,sst3,positive
09974-00001,Think of it as a sort of comfort food for the mind .,0,sst3,positive
09975-00001,"Clever , brutal and strangely soulful movie .",0,sst3,positive
09976-00001,... always remains movingly genuine .,0,sst3,positive
09977-00001,An intelligent fiction about learning through cultural clash .,0,sst3,positive
09978-00001,Will grab your children by the imagination and amaze them and amuse them .,0,sst3,positive
09979-00001,A remarkable 179-minute meditation on the nature of revolution .,0,sst3,positive
09980-00001,"Those who would follow Haneke on his creepy explorations ... are rewarded by brutal , committed performances from Huppert and Magimel .",0,sst3,positive
09981-00001,An involving true story of a Chinese actor who takes up drugs and winds up in an institution -- acted mostly by the actual people involved .,0,sst3,positive
09982-00001,Hands down the year 's most thought-provoking film .,0,sst3,positive
09983-00001,But it pays a price for its intricate intellectual gamesmanship .,0,sst3,positive
09984-00001,It 's a terrific American sports movie and Dennis Quaid is its athletic heart .,0,sst3,positive
09985-00001,"This is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak .",0,sst3,negative
09986-00001,"Compelling revenge thriller , though somewhat weakened by a miscast leading lady .",0,sst3,negative
09987-00001,"It 's amazingly perceptive in its subtle , supportive but unsentimental look at the Marks family .",0,sst3,positive
09988-00001,"A whole lot foul , freaky and funny .",0,sst3,neutral
09989-00001,Attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage .,0,sst3,positive
09990-00001,"The diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time .",0,sst3,negative
09991-00001,"The Pianist is a fine valedictory work for Polanski , made richer by his own experiences , making his other movies somehow richer in the bargain .",0,sst3,positive
09992-00001,"Foster nails the role , giving a tight , focused performance illuminated by shards of feeling .",0,sst3,positive
09993-00001,"Even if you ca n't pronounce `` gyro '' correctly , you 'll appreciate much of Vardalos ' humor , which transcends ethnic boundaries .",0,sst3,neutral
09994-00001,Is office work really as alienating as ` Bartleby ' so effectively makes it ?,0,sst3,negative
09995-00001,Farrell ... thankfully manages to outshine the role and successfully plays the foil to Willis 's world-weary colonel .,0,sst3,positive
09996-00001,"Audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film 's tart , sugar-free wit .",0,sst3,negative
09997-00001,Bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .,0,sst3,neutral
09998-00001,An intriguing and entertaining introduction to Johnson .,0,sst3,positive
09999-00001,"As expected , Sayles ' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances .",0,sst3,positive
10000-00001,A model of what films like this should be like .,0,sst3,positive
10001-00001,"As Weber and Weissman demonstrate with such insight and celebratory verve , the Cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create .",0,sst3,positive
10002-00001,"Yeah , these flicks are just that damn good .",0,sst3,positive
10003-00001,Is n't it great ?,0,sst3,neutral
10004-00001,An unbelievably fun film just a leading man away from perfection .,0,sst3,positive
10005-00001,"Over-the-top and a bit ostentatious , this is a movie that 's got oodles of style and substance .",0,sst3,neutral
10006-00001,... a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .,0,sst3,positive
10007-00001,Nicely serves as an examination of a society in transition .,0,sst3,neutral
10008-00001,"A tender and touching drama , based on the true story of a troubled African-American 's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle .",0,sst3,positive
10009-00001,As a randy film about sexy people in gorgeous places being pushed and pulled -LRB- literally and figuratively -RRB- by desire ... -LRB- Sex and Lucía -RRB- makes for an arousing good time .,0,sst3,positive
10010-00001,"Celebrated at Sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat .",0,sst3,positive
10011-00001,"Renner 's performance as Dahmer is unforgettable , deeply absorbing .",0,sst3,positive
10012-00001,"If no one singles out any of these performances as award-worthy , it 's only because we would expect nothing less from this bunch .",0,sst3,negative
10013-00001,"Though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance .",0,sst3,positive
10014-00001,Energetic and boldly provocative .,0,sst3,positive
10015-00001,Star Wars is back in a major way .,0,sst3,positive
10016-00001,It 's a movie -- and an album -- you wo n't want to miss .,0,sst3,positive
10017-00001,"It 's rare to find a film that dazzles the eye , challenges the brain , AND satisfies our lust for fast-paced action , but Minority Report delivers all that and a whole lot more .",0,sst3,positive
10018-00001,"While not all transitions to adulthood are so fraught , there 's much truth and no small amount of poetry in Girls Ca n't Swim .",0,sst3,neutral
10019-00001,"If there 's nothing fresh about Wannabes , which was written by Mr. DeMeo , who produced and directed the film with Charles A. Addessi , much of the time the movie feels authentic .",0,sst3,positive
10020-00001,Jacquot 's Tosca is a treat .,0,sst3,positive
10021-00001,"By the end of No Such Thing the audience , like Beatrice , has a watchful affection for the monster .",0,sst3,positive
10022-00001,"If you liked such movies as Notting Hill , Four Weddings And A Funeral , Bridget Jones ' Diary or High Fidelity , then you wo n't want to miss About A Boy .",0,sst3,negative
10023-00001,... the gentle melding of drama and comedy makes `` What Time Is It There ? '',0,sst3,neutral
10024-00001,something the true film buff will enjoy .,0,sst3,positive
10025-00001,"Romanek keeps the film constantly taut ... reflecting the character 's instability with a metaphorical visual style and an unnerving , heartbeat-like score .",0,sst3,positive
10026-00001,I whole-heartedly recommend that everyone see this movie -- for its historical significance alone .,0,sst3,positive
10027-00001,"Hey , who else needs a shower ?",0,sst3,negative
10028-00001,"Longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days .",0,sst3,positive
10029-00001,"Although it bangs a very cliched drum at times , this crowd-pleaser 's fresh dialogue , energetic music , and good-natured spunk are often infectious .",0,sst3,positive
10030-00001,"Often gruelling and heartbreaking to witness , but Seldahl and Wollter 's sterling performances raise this far above the level of the usual maudlin disease movie .",0,sst3,neutral
10031-00001,Go see it and enjoy .,0,sst3,positive
10032-00001,"The stunning , dreamlike visuals will impress even those viewers who have little patience for Euro-film pretension .",0,sst3,positive
10033-00001,George Clooney proves he 's quite a talented director and Sam Rockwell shows us he 's a world-class actor with Confessions of a Dangerous Mind .,0,sst3,positive
10034-00001,There 's a vastness implied in Metropolis that is just breathtaking .,0,sst3,positive
10035-00001,Murderous Maids may well be the most comprehensive of these films and also strike closest to the truth .,0,sst3,neutral
10036-00001,"The people in Dogtown and Z-Boys are so funny , aggressive and alive , you have to watch them because you ca n't wait to see what they do next .",0,sst3,positive
10037-00001,"As green-guts monster movies go , it 's a beaut .",0,sst3,positive
10038-00001,"As Bundy , Michael Reilly Burke -LRB- Octopus 2 : River of Fear -RRB- has just the right amount of charisma and menace .",0,sst3,positive
10039-00001,"A deceivingly simple film , one that grows in power in retrospect .",0,sst3,positive
10040-00001,"Ana is a vivid , vibrant individual and the movie 's focus upon her makes it successful and accessible .",0,sst3,positive
10041-00001,"A slick , skillful little horror film .",0,sst3,positive
10042-00001,"A very witty take on change , risk and romance , and the film uses humour to make its points about acceptance and growth .",0,sst3,positive
10043-00001,-LRB- Anderson -RRB- uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense .,0,sst3,positive
10044-00001,Bubba Ho-Tep is a wonderful film with a bravura lead performance by Bruce Campbell that does n't deserve to leave the building until everyone is aware of it .,0,sst3,negative
10045-00001,"despite the long running time , the pace never feels slack -- there 's no scene that screams `` bathroom break ! ''",0,sst3,negative
10046-00001,Bullock does a good job here of working against her natural likability .,0,sst3,positive
10047-00001,A film of precious increments artfully camouflaged as everyday activities .,0,sst3,negative
10048-00001,Kinnear gives a tremendous performance .,0,sst3,positive
10049-00001,The best movie of its kind since ` Brazil . ',0,sst3,positive
10050-00001,"Lucas , take notes .",0,sst3,negative
10051-00001,This is how you use special effects .,0,sst3,neutral
10052-00001,One Hour Photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,0,sst3,neutral
10053-00001,Kaufman creates an eerie sense of not only being there at the time of these events but the very night Matthew was killed .,0,sst3,neutral
10054-00001,"Chalk it up to my adoration for both De Niro and Murphy , but I had a pretty good time with this movie - despite its myriad flaws .",0,sst3,negative
10055-00001,"Its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .",0,sst3,positive
10056-00001,"It represents better-than-average movie-making that does n't demand a dumb , distracted audience .",0,sst3,negative
10057-00001,A charming yet poignant tale of the irrevocable ties that bind .,0,sst3,positive
10058-00001,An enchanting spectacular for Potter fans anxious to ride the Hogwarts Express toward a new year of magic and mischief .,0,sst3,positive
10059-00001,The talents of the actors helps `` Moonlight Mile '' rise above its heart-on-its-sleeve writing .,0,sst3,positive
10060-00001,"It 's a humble effort , but spiced with wry humor and genuine pathos , especially between Morgan and Redgrave .",0,sst3,positive
10061-00001,This examination of aquatic life off the shores of the Baja California peninsula of Mexico offers an engrossing way to demonstrate the virtues of the IMAX format .,0,sst3,positive
10062-00001,"Dark and disturbing , but also surprisingly funny .",0,sst3,positive
10063-00001,The movie has an avalanche of eye-popping visual effects .,0,sst3,neutral
10064-00001,"Starts off with a bang , but then fizzles like a wet stick of dynamite at the very end .",0,sst3,negative
10065-00001,It 's still worth a look .,0,sst3,neutral
10066-00001,"Most impressive , though , is the film 's open-ended finale that refuses to entirely close its characters ' emotional wounds .",0,sst3,negative
10067-00001,"A hip ride into hyper-time , Clockstoppers is a lively and enjoyable adventure for all ages at any time .",0,sst3,positive
10068-00001,... a polished and relatively sincere piece of escapism .,0,sst3,positive
10069-00001,"The story wraps back around on itself in the kind of elegant symmetry that 's rare in film today , but be warned : It 's a slow slog to get there .",0,sst3,negative
10070-00001,"The whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like Bellini and Mullinski , that the compact 86 minutes breezes by .",0,sst3,negative
10071-00001,... has freaky scenes where the crew wonder if they 're ghosts imagining themselves as alive .,0,sst3,negative
10072-00001,"It 's a sly wink to The Others without becoming a postmodern joke , made creepy by its `` men in a sardine can '' warped logic .",0,sst3,negative
10073-00001,"Long after you leave Justine , you 'll be wondering what will happen to her and wishing her the best -- whatever that might mean .",0,sst3,neutral
10074-00001,"Still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .",0,sst3,negative
10075-00001,"Call me a wimp , but I cried , not once , but three times in this animated sweet film .",0,sst3,positive
10076-00001,Notorious C.H.O. has oodles of vulgar highlights .,0,sst3,neutral
10077-00001,An inspiring and heart-affecting film about the desperate attempts of Vietnamese refugees living in U.S. relocation camps to keep their hopes alive in 1975 .,0,sst3,positive
10078-00001,"The level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter .",0,sst3,positive
10079-00001,"A splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience .",0,sst3,positive
10080-00001,"Disney 's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem .",0,sst3,negative
10081-00001,"If the message seems more facile than the earlier films , the images have such a terrible beauty you may not care .",0,sst3,negative
10082-00001,"Whether Kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion .",0,sst3,neutral
10083-00001,There are moments in this account of the life of artist Frida Kahlo that are among cinema 's finest this year .,0,sst3,positive
10084-00001,"Unfortunately , they 're sandwiched in between the most impossibly dry account of Kahlo 's life imaginable .",0,sst3,negative
10085-00001,There are moments it can be heart-rending in an honest and unaffected -LRB- and gentle -RRB- way .,0,sst3,positive
10086-00001,Stay clear of reminding yourself that it 's a `` true story '' and you 're likely to have one helluva time at the movies .,0,sst3,positive
10087-00001,There are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .,0,sst3,positive
10088-00001,"Working from Elliott 's memoir , Rohmer fashions the sort of delicate , articulate character - and - relationship study he 's favored for decades .",0,sst3,positive
10089-00001,"The story feels more like a serious read , filled with heavy doses of always enticing Sayles dialogue .",0,sst3,neutral
10090-00001,When it really counts ... Bloody Sunday connects on a visceral level that transcends language .,0,sst3,positive
10091-00001,"The crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .",0,sst3,neutral
10092-00001,"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",0,sst3,positive
10093-00001,"I complain all the time about seeing the same ideas repeated in films over and over again , but The Bourne Identity proves that a fresh take is always possible .",0,sst3,negative
10094-00001,Recalls quiet freak-outs like L'Avventura and Repulsion .,0,sst3,positive
10095-00001,"Only an epic documentary could get it all down , and Spike Lee 's Jim Brown : All American at long last gives its subject a movie worthy of his talents .",0,sst3,positive
10096-00001,... as the story congeals you feel the pieces of the Star Wars saga falling into place in a way that makes your spine tingle with revelation and excitement .,0,sst3,positive
10097-00001,A great comedy filmmaker knows great comedy need n't always make us laugh .,0,sst3,positive
10098-00001,Tim Story 's not there yet - but ` Barbershop ' shows he 's on his way .,0,sst3,positive
10099-00001,The movie is one of the best examples of artful Large Format filmmaking you are likely to see anytime soon .,0,sst3,positive
10100-00001,"Lends itself to the narcotizing bland -LRB- sinister , though not nearly so sinister as the biennial Disney girl movie -RRB- machinations of the biennial Disney boy movie .",0,sst3,neutral
10101-00001,"Well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",0,sst3,positive
10102-00001,"Jason X has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",0,sst3,neutral
10103-00001,An impressive if flawed effort that indicates real talent .,0,sst3,neutral
10104-00001,Two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .,0,sst3,positive
10105-00001,"it sounds sick and twisted , but the miracle of Shainberg 's film is that it truly is romance",0,sst3,positive
10106-00001,Disturbing and brilliant documentary .,0,sst3,positive
10107-00001,"... mesmerizing , an eye-opening tour of modern Beijing culture in a journey of rebellion , retreat into oblivion and return .",0,sst3,positive
10108-00001,"One of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken .",0,sst3,negative
10109-00001,Not too far below the gloss you can still feel director Denis Villeneuve 's beating heart and the fondness he has for his characters .,0,sst3,positive
10110-00001,"As if to prove a female director can make a movie with no soft edges , Kathryn Bigelow offers no sugar-coating or interludes of lightness .",0,sst3,negative
10111-00001,Her film is unrelentingly claustrophobic and unpleasant .,0,sst3,negative
10112-00001,-LRB- Villeneuve -RRB- seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,0,sst3,neutral
10113-00001,The result is mesmerizing -- filled with menace and squalor .,0,sst3,neutral
10114-00001,Fisher has bared his soul and confronted his own shortcomings here in a way ... that feels very human and very true to life .,0,sst3,positive
10115-00001,"It 's fun , but the code-talk will fly right over everyone 's head",0,sst3,neutral
10116-00001,"Bourne , Jason Bourne .",0,sst3,neutral
10117-00001,"He can scale a building like a super hero , he can out-stealth any agent , he 'll get the girl .",0,sst3,positive
10118-00001,He 's Super Spy !,0,sst3,positive
10119-00001,What makes the movie a comedy is the way it avoids the more serious emotions involved .,0,sst3,positive
10120-00001,"This cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap .",0,sst3,positive
10121-00001,"The pleasures of Super Troopers may be fleeting , but they 'll register strongly with anybody who still retains a soft spot for precollegiate humor .",0,sst3,neutral
10122-00001,"The film is exhilarating to watch because Sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .",0,sst3,positive
10123-00001,"A distant , even sterile , yet compulsively watchable look at the sordid life of Hogan 's Heroes star Bob Crane .",0,sst3,neutral
10124-00001,"The film delivers not just the full assault of Reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days .",0,sst3,positive
10125-00001,What might have been a predictably heartwarming tale is suffused with complexity .,0,sst3,neutral
10126-00001,"Sound the trumpets : For the first time since Desperately Seeking Susan , Madonna does n't suck as an actress .",0,sst3,negative
10127-00001,"Although very much like the first movie based on J.K. Rowling 's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude .",0,sst3,positive
10128-00001,"As the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing .",0,sst3,positive
10129-00001,Maguire is a surprisingly effective Peter\/Spider-Man .,0,sst3,positive
10130-00001,"Not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",0,sst3,positive
10131-00001,The film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .,0,sst3,positive
10132-00001,It has fun being grown up .,0,sst3,positive
10133-00001,Like old myths and wonder tales spun afresh .,0,sst3,positive
10134-00001,"Rarely do films come along that are as intelligent , exuberant , and moving as Monsoon Wedding .",0,sst3,positive
10135-00001,One scarcely needs the subtitles to enjoy this colorful action farce .,0,sst3,negative
10136-00001,Quite funny for the type of movie it is ...,0,sst3,negative
10137-00001,"It 's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer .",0,sst3,positive
10138-00001,One of -LRB- Herzog 's -RRB- least inspired works .,0,sst3,positive
10139-00001,"This boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of Chinese , one which can only qualify as a terrible tragedy .",0,sst3,negative
10140-00001,"Elling really is about a couple of crazy guys , and it 's therapeutic to laugh along with them .",0,sst3,positive
10141-00001,An irresistible combination of a rousing good story set on a truly grand scale .,0,sst3,positive
10142-00001,There 's no denying the physically spectacular qualities of the film ... or the emotional integrity of the performances .,0,sst3,positive
10143-00001,Few films this year have been as resolute in their emotional nakedness .,0,sst3,neutral
10144-00001,"Exquisitely acted and masterfully if preciously interwoven ... -LRB- the film -RRB- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce .",0,sst3,positive
10145-00001,"Stevenson 's performance is at once clueless and fiercely committed , a volatile combination .",0,sst3,positive
10146-00001,This is a very fine movie -- go see it .,0,sst3,positive
10147-00001,"As shaky as the plot is , Kaufman 's script is still memorable for some great one-liners .",0,sst3,positive
10148-00001,"Despite its flaws , Secretary stays in your head and makes you question your own firmly held positions .",0,sst3,positive
10149-00001,"One of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .",0,sst3,positive
10150-00001,"Not everything works , but the average is higher than in Mary and most other recent comedies .",0,sst3,neutral
10151-00001,A byzantine melodrama that stimulates the higher brain functions as well as the libido .,0,sst3,positive
10152-00001,A sensitive and expertly acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears .,0,sst3,positive
10153-00001,"The film 's sharp , often mischievous sense of humor will catch some off guard ...",0,sst3,positive
10154-00001,"Does what a fine documentary does best : It extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .",0,sst3,positive
10155-00001,"Almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent .",0,sst3,positive
10156-00001,A psychologically rich and suspenseful moral thriller with a stellar performance by Al Pacino .,0,sst3,positive
10157-00001,"You wo n't believe much of it , but you will laugh at the audacity , at the who 's who casting and the sheer insanity of it all .",0,sst3,neutral
10158-00001,"This version 's no classic like its predecessor , but its pleasures are still plentiful .",0,sst3,positive
10159-00001,The Bourne Identity is what summer screen escapism used to be in the decades when it was geared more to grownups .,0,sst3,negative
10160-00001,Provide -LRB- s -RRB- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,0,sst3,positive
10161-00001,"If it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right .",0,sst3,negative
10162-00001,Too sincere to exploit its subjects and too honest to manipulate its audience .,0,sst3,negative
10163-00001,The saturation bombing of Reggio 's images and Glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .,0,sst3,neutral
10164-00001,For all its serious sense of purpose ... -LRB- it -RRB- finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor .,0,sst3,positive
10165-00001,"A depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : George W. Bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide .",0,sst3,negative
10166-00001,"This road movie gives you emotional whiplash , and you 'll be glad you went along for the ride .",0,sst3,positive
10167-00001,"Sure , it 's more of the same , but as the film proves , that 's not always a bad thing .",0,sst3,negative
10168-00001,"A lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love .",0,sst3,positive
10169-00001,"A bowel-curdling , heart-stopping recipe for terror .",0,sst3,neutral
10170-00001,"Daughter from Danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war .",0,sst3,positive
10171-00001,"Zhang Yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it 's the only way to bring happiness to their loved ones .",0,sst3,positive
10172-00001,... breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ',0,sst3,positive
10173-00001,"... both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '",0,sst3,positive
10174-00001,A pleasant romantic comedy .,0,sst3,positive
10175-00001,It 's a Count for our times .,0,sst3,neutral
10176-00001,"Greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill",0,sst3,positive
10177-00001,"Smith 's point is simple and obvious -- people 's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .",0,sst3,positive
10178-00001,"A romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",0,sst3,positive
10179-00001,Vividly conveys both the pitfalls and the pleasures of over-the-top love .,0,sst3,positive
10180-00001,"... a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway .",0,sst3,negative
10181-00001,A pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,0,sst3,positive
10182-00001,"For the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride .",0,sst3,positive
10183-00001,"Majidi 's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times .",0,sst3,positive
10184-00001,The smartest bonehead comedy of the summer .,0,sst3,positive
10185-00001,Effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .,0,sst3,positive
10186-00001,I love the way that it took chances and really asks you to take these great leaps of faith and pays off .,0,sst3,positive
10187-00001,"In his debut as a film director , Denzel Washington delivers a lean and engaging work .",0,sst3,positive
10188-00001,Only two words will tell you what you know when deciding to see it : Anthony .,0,sst3,neutral
10189-00001,Hopkins .,0,sst3,neutral
10190-00001,"The movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",0,sst3,positive
10191-00001,"A teasing drama whose relentless good-deed\/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",0,sst3,positive
10192-00001,Hayek is stunning as Frida and ... a star-making project .,0,sst3,positive
10193-00001,It 's both a necessary political work and a fascinating documentary ...,0,sst3,positive
10194-00001,"Hilarious , acidic Brit comedy .",0,sst3,negative
10195-00001,"As a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",0,sst3,negative
10196-00001,An ironic speculation on democracy in a culture unaccustomed to it .,0,sst3,negative
10197-00001,Several degrees shy of the gross-out contests one expects from current teen fare .,0,sst3,negative
10198-00001,The inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,0,sst3,positive
10199-00001,"Led by Griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material .",0,sst3,positive
10200-00001,Tuck Everlasting achieves a delicate balance of romantic innocence and philosophical depth .,0,sst3,positive
10201-00001,"A gentle blend of present day testimonials , surviving footage of Burstein and his family performing , historical archives , and telling stills .",0,sst3,positive
10202-00001,"A Generation X artifact , capturing a brief era of insanity in the sports arena that surely can not last .",0,sst3,negative
10203-00001,"Possession is Elizabeth Barrett Browning meets Nancy Drew , and it 's directed by ... Neil LaBute .",0,sst3,positive
10204-00001,Hmm .,0,sst3,neutral
10205-00001,An uneven but intriguing drama that is part homage and part remake of the Italian masterpiece .,0,sst3,neutral
10206-00001,Windtalkers celebrates the human spirit and packs an emotional wallop .,0,sst3,positive
10207-00001,"Having never been a huge fan of Dickens ' 800-page novel , it surprised me how much pleasure I had watching McGrath 's version .",0,sst3,neutral
10208-00001,"The best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates .",0,sst3,positive
10209-00001,"For all its failed connections , Divine Secrets of the Ya-Ya Sisterhood is nurturing , in a gauzy , dithering way .",0,sst3,negative
10210-00001,This is pretty dicey material .,0,sst3,negative
10211-00001,But some unexpected zigs and zags help .,0,sst3,neutral
10212-00001,The filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,0,sst3,positive
10213-00001,"The laser-projected paintings provide a spell-casting beauty , while Russell and Dreyfus are a romantic pairing of hearts , preciously exposed as history corners them .",0,sst3,positive
10214-00001,You do n't have to be an especially tough grader to give a charitable B-minus to The Emperor 's Club .,0,sst3,positive
10215-00001,"This romantic thriller is steeped in the atmosphere of wartime England , and ably captures the speech patterns , moral codes and ideals of the 1940s .",0,sst3,positive
10216-00001,"Divine Secrets of the Ya-Ya Sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",0,sst3,positive
10217-00001,"Viewed on its own terms , Treasure Planet is better-than-average family entertainment , but true fans of the Stevenson 's novel will likely prefer Disney 's more faithful 1950 live-action swashbuckling classic .",0,sst3,neutral
10218-00001,"A journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance .",0,sst3,positive
10219-00001,Resourceful and ingenious entertainment .,0,sst3,positive
10220-00001,"`` Antwone Fisher '' is an earnest , by-the-numbers effort by Washington .",0,sst3,neutral
10221-00001,It wo n't rock any boats but is solid meat-and-potatoes filmmaking .,0,sst3,neutral
10222-00001,A historical epic with the courage of its convictions about both scope and detail .,0,sst3,positive
10223-00001,"We need -LRB- Moore 's -RRB- noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones .",0,sst3,negative
10224-00001,"Although the editing might have been tighter , Hush !",0,sst3,negative
10225-00001,sympathetically captures the often futile lifestyle of young people in modern Japan .,0,sst3,positive
